PANID,PANTYPE,PreTaxInc,FamSize,HH_Race,Type_Res_Poss,Male_Age,Male_Edu,Male_Occ,Male_Whc,Female_Age,Female_Edu,Female_Occ,Female_Whc,Dogs,Cats,Child_GC,Marital,TV_used,TV_hooked,Year,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1180570,0,3,1,1,1,7,9,11,5,6,3,10,4,0,0,8,4,,,1,3.35,1,47,0,1,4,5.9191785529
1181172,6,8,2,1,2,6,6,10,4,6,6,2,3,0,0,8,2,4,4,1,8.59,1,50,0,0,4,8.8571072881
1181602,0,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,4.99,1,47,1,0,4,5.4789712375
1183921,0,2,2,1,2,7,9,11,5,6,7,10,4,0,0,8,4,,,1,9.98,1,44,0,0,4,4.9281717737
1184168,0,10,2,1,2,6,7,1,3,6,4,9,3,0,0,8,2,,,1,7.29,2,42,0,0,4,1.7548532698
1185595,0,12,4,1,2,4,7,13,1,4,6,13,1,0,0,2,2,,,1,4.59,1,35,1,0,4,6.8065732556
1187427,0,3,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,13.98,1,50,0,0,4,11.786834776
1187443,0,7,2,1,2,6,4,10,4,6,4,4,2,0,0,8,2,,,1,14.99,1,51,1,0,4,13.233597448
1189605,0,5,2,1,2,6,5,10,4,6,4,2,2,0,0,8,4,,,1,4.99,2,38,0.5,0.5,4,3.7923845731
1190405,0,4,1,1,2,7,9,11,5,6,5,10,4,0,0,8,4,,,1,4.49,1,37,0,0,4,4.8222643904
1190512,0,3,2,1,1,0,4,1,3,4,6,10,4,0,1,8,2,,,1,17.955,2,43,0,0,4,12.368508185
1194118,6,8,2,1,2,5,5,6,3,5,6,4,3,0,2,8,2,2,3,1,14.99,1,51,1,0,4,13.233597448
1196550,0,11,6,1,2,4,6,2,3,4,6,1,3,1,1,2,2,,,1,6.99,1,36,0,0,4,5.8208186038
1196766,0,10,2,1,2,5,6,2,3,5,6,2,3,0,1,8,2,,,1,6.99,1,36,1,0,4,5.8807809514
1198937,6,5,1,2,1,7,9,11,5,6,5,10,4,1,0,8,4,3,3,1,16.74,1,45,0,0,4,11.571280361
1201293,0,8,4,1,2,6,6,10,4,6,6,10,4,0,0,1,2,,,1,5.99,1,50,0,0,4,8.3694552448
1201442,0,9,4,1,2,7,9,11,5,5,8,1,3,2,1,8,3,,,1,4.99,1,50,0,0,4,8.3914714586
1201756,0,1,1,1,1,7,9,11,5,6,5,13,1,0,0,8,4,,,1,2.99,1,51,0,0,4,9.739332205
1201814,0,5,4,1,1,5,4,5,3,4,4,13,1,0,0,8,2,,,1,3.84,2,38,0,0.5,4,4.1446612683
1203166,0,2,3,1,2,6,4,10,4,6,4,10,4,1,0,8,2,,,1,5.99,1,45,0,0,4,3.3983686913
1203653,0,5,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,,,1,3.19,1,44,0,0,4,3.4528784378
1203950,0,5,1,1,2,7,9,11,5,6,8,10,4,1,0,8,3,,,1,4.79,1,42,0,0,4,1.0641435706
1204214,0,5,1,1,2,7,9,11,5,5,3,8,3,1,0,8,3,,,1,5.49,1,47,1,0,4,5.4391745466
1204255,0,6,1,1,2,7,9,11,5,5,4,1,3,0,2,8,3,,,1,6.99,1,50,0,0,4,8.4663314929
1204388,0,9,4,1,2,6,4,7,3,3,0,0,0,0,1,8,0,,,1,8.19,3,39,0,0,4,3.9771491164
1206276,6,3,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,2,1,1,5.79,1,38,0,1,4,3.787969998
1206391,0,5,3,1,1,6,6,10,4,6,6,10,4,0,0,8,2,,,1,7.29,1,42,0,0,4,1.7204276132
1207423,0,2,1,1,1,6,4,10,4,7,9,11,5,0,0,8,1,,,1,17.97,1,40,0,0,4,12.414897217
1208397,0,1,2,1,2,7,9,11,5,6,2,10,4,0,0,8,4,,,1,9.48,4,40,0,0,4,4.8776226296
1210161,0,6,2,1,2,5,4,10,4,5,4,7,3,0,0,8,2,,,1,21.98,1,47,1,0,4,17.187777909
1210500,0,11,4,1,2,4,4,6,3,4,4,3,3,0,0,3,2,,,1,7.69,1,38,1,0,4,4.279582296
1210799,0,11,4,1,2,4,7,2,3,4,7,1,3,0,1,8,2,,,1,14.19,1,45,1,0,4,9.2013404208
1211060,0,6,4,1,2,6,4,10,4,6,6,4,2,1,0,8,2,,,1,6.99,1,50,0,0,4,8.4663314929
1211425,0,1,1,1,2,7,9,11,5,5,4,13,1,0,1,8,3,,,1,2.99,2,49,0,0,4,7.8469536824
1212100,0,7,3,1,2,6,4,2,3,6,4,2,3,0,0,8,2,,,1,6.39,2,45,0,0,4,3.4757652006
1213546,6,9,1,1,1,7,9,11,5,5,4,13,1,0,0,8,1,1,0,1,2.36,3,34,0,0,4,8.4839309625
1213736,0,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,2.99,1,45,0,0,4,4.319252968
1218925,0,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,1,,,1,5.79,1,38,0,1,4,3.787969998
1219576,0,7,2,1,2,6,5,10,4,6,7,10,4,0,0,8,2,,,1,8.0833333333,3,40,0,0,4,3.3154529756
1220160,6,10,3,1,2,5,4,5,3,5,4,9,2,1,0,8,2,3,1,1,9.19,1,46,0,1,4,5.6826287525
1221291,6,6,1,1,1,7,9,11,5,4,6,1,3,0,1,8,1,1,1,1,2.99,1,49,0,0,4,7.8393267101
1222067,6,4,1,1,1,7,9,11,5,5,4,4,3,0,1,8,3,2,2,1,6.7628571429,7,43,0,0,4,5.826848704
1222380,0,7,3,1,2,6,7,10,4,5,7,1,2,0,0,8,2,,,1,7.29,1,42,0,0,4,1.7204276132
1222448,0,8,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,,,1,6.99,1,36,1,0,4,5.8807809514
1223628,6,9,2,1,2,6,8,10,4,6,7,10,4,0,0,8,2,2,1,1,2.2566666667,3,34,0,0,4,8.5248319794
1226845,0,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,6.99,1,44,0,0,4,2.7349814166
1227371,0,2,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,,,1,1.99,1,46,0,0,4,5.7205535235
1228262,0,9,1,1,2,7,9,11,5,6,4,10,4,1,1,8,4,,,1,2.99,1,49,0,0,4,7.8393267101
1228783,6,8,2,1,2,6,4,13,1,6,4,13,1,0,0,8,2,2,2,1,5.98,1,36,0,0,4,5.6784444601
1232611,0,6,2,1,2,5,4,10,4,5,4,10,4,0,0,8,2,,,1,10.38,1,42,0,0,4,4.742544005
1245019,0,6,4,1,2,6,4,2,3,5,5,13,1,0,0,8,0,,,1,6.29,2,38,0.5,0,4,3.7616821729
1249060,0,5,1,1,2,7,9,11,5,6,4,13,1,0,1,8,4,,,1,4.29,1,49,0,0,4,7.4943530392
1300244,0,1,5,1,1,4,6,2,3,6,4,10,4,1,1,8,1,,,1,4.39,1,45,0,0,4,3.619299545
1302158,0,1,1,1,1,7,9,11,5,6,5,13,1,1,2,8,1,,,1,5.98,1,42,0,0,4,0.6658656655
1302760,0,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,6.99,2,38,0,0,4,3.9244256366
1302828,6,5,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,2,2,1,11.975,2,40,0,0,4,6.5395997247
1303156,0,8,4,1,2,5,6,5,3,5,6,1,3,1,1,8,2,,,1,4.79,1,44,0,0,4,2.5557680004
1303230,0,5,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.19,1,38,0,0,4,3.7129098582
1304139,0,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,4.79,1,42,0,0,4,1.0641435706
1305169,0,3,2,1,1,7,9,11,5,3,6,7,3,0,1,2,3,,,1,14.99,1,42,1,0,4,9.3717732059
1305896,0,2,3,1,2,7,9,11,5,4,6,1,3,2,2,8,1,,,1,9.4833333333,3,37,0,0,4,6.2126984445
1306829,6,6,1,1,2,7,9,11,5,6,4,2,3,0,0,8,4,3,3,1,6.99,3,40,0,0,4,2.6306470565
1307561,0,3,2,1,1,5,5,10,4,5,4,13,1,0,1,8,2,,,1,5.98,1,47,0,0,4,5.379800035
1307751,0,3,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,,,1,4.99,2,38,0.5,0.5,4,3.7923845731
1309948,0,12,3,1,2,4,8,2,3,4,7,1,3,0,0,3,2,,,1,3.29,1,49,0,1,4,7.7922245863
1310144,6,5,2,1,1,4,4,3,3,7,9,11,5,0,0,8,1,4,4,1,7.48,2,43,0,0,4,2.3300798177
1310482,0,6,1,1,1,7,9,11,5,4,6,2,3,0,0,8,1,,,1,6.99,1,47,0,0,4,5.5298685471
1310995,0,8,2,1,2,5,4,10,4,5,4,8,2,0,0,8,2,,,1,8.74,2,47,0,0,4,6.1940143459
1311035,6,11,4,1,2,3,7,1,3,3,8,2,2,0,1,4,2,5,5,1,14.99,1,39,1,0,4,9.7329754045
1311852,0,10,2,1,2,4,5,6,3,4,5,1,3,1,1,8,2,,,1,8.97,1,47,0,0,4,6.3015237917
1311951,0,9,2,1,2,5,5,1,3,5,6,2,3,0,4,8,2,,,1,6.735,2,45,0,0,4,3.5628162371
1312587,0,12,3,1,2,3,5,1,3,4,7,4,3,0,0,8,3,,,1,6.99,1,51,0,0,4,9.4540225943
1313114,0,11,2,1,2,4,8,1,3,5,8,10,4,0,0,8,2,,,1,14.99,1,39,1,0,4,9.7329754045
1313486,0,11,5,5,2,4,8,2,3,3,4,3,2,0,3,3,2,,,1,10.99,1,47,1,0,4,7.6029634316
1314021,0,10,4,1,2,4,6,2,3,0,8,1,3,1,0,8,2,,,1,6.89,1,51,0,0,4,9.4406273323
1314385,6,2,2,1,1,7,9,11,5,4,3,0,2,0,1,8,4,2,2,1,5.98,1,43,0,0,4,1.4639505971
1314708,0,6,4,1,2,3,4,1,3,3,6,8,2,1,0,6,2,,,1,7.89,1,39,1,0,4,3.5861952631
1317420,6,5,2,1,1,7,9,11,5,2,6,7,3,0,2,3,5,1,1,1,2.99,1,48,0,0,4,6.9105187216
1318923,6,9,5,1,2,3,6,8,3,3,6,4,3,0,0,4,2,2,2,1,10.99,2,47,1,0,4,7.6108272722
1319574,0,7,5,1,2,3,4,3,3,3,4,13,1,2,0,6,2,,,1,10.99,2,46,1,0,4,6.9444162823
1320028,0,8,2,1,1,2,4,6,3,3,4,4,3,2,0,8,1,,,1,5.29,2,36,0,1,4,5.7622316053
1320861,6,5,1,2,1,7,9,11,5,4,7,1,3,0,0,8,5,2,2,1,5.98,1,36,0,0,4,5.6784444601
1325654,0,4,4,1,1,4,4,1,3,4,4,1,3,4,1,8,2,,,1,6.2566666667,3,45,0,0.3333333333,4,3.7505752257
1325837,0,10,2,1,2,3,4,5,3,3,7,1,3,2,0,8,1,,,1,8.49,1,40,0,0,4,3.2981067393
1400424,0,4,3,1,2,5,4,6,2,4,4,10,4,1,2,8,2,,,1,5.98,1,46,0,0,4,4.3866244596
1400754,0,1,2,1,1,5,4,7,2,4,3,13,1,0,0,8,2,,,1,7.5,1,38,0,1,4,4.2033089269
1401299,0,6,2,1,1,6,4,6,3,5,6,1,2,0,0,8,2,,,1,12.78,1,45,0,0,4,7.8700328644
1401307,5,5,1,1,2,7,9,11,5,5,6,10,4,0,0,8,3,3,3,1,17.97,1,40,0,0,4,12.414897217
1401331,0,8,6,1,2,3,5,7,3,3,5,4,2,1,0,6,2,,,1,6.89,1,37,0,0,4,4.8299694305
1402073,0,9,2,1,1,4,6,4,3,4,7,7,3,0,0,8,2,,,1,14.59,2,44,1,0,4,9.2766871911
1402412,0,7,1,1,2,7,9,11,5,4,8,1,3,0,0,8,1,,,1,7.39,1,50,1,0,4,8.5786257331
1402461,0,5,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,2.99,1,36,0,0,4,6.2735936914
1403220,6,2,2,4,1,7,9,11,5,2,4,4,2,0,0,3,5,1,1,1,2.99,1,42,0,0,4,2.7489313201
1403428,0,9,4,1,2,4,8,1,3,4,7,2,3,1,1,8,2,,,1,7.6566666667,3,47,0.3333333333,0,4,5.9185152743
1404053,0,6,2,1,1,5,4,8,3,3,4,8,2,0,0,8,2,,,1,11.98,2,37,0,0,4,7.856848713
1404467,0,8,1,1,1,7,9,11,5,4,4,8,2,1,0,8,1,,,1,8.98,1,48,0,1,4,7.2290670644
1405159,0,5,2,1,2,4,4,1,3,3,4,13,1,2,2,8,2,,,1,5.04,2,35,0,0,4,6.7062558454
1405506,0,4,1,1,1,7,9,11,5,3,7,1,3,0,0,8,1,,,1,15.475,2,40,0,0,4,9.9558938346
1405894,0,8,2,1,2,6,7,10,4,6,4,10,4,0,0,8,2,,,1,5.99,2,47,0,1,4,5.463746105
1407049,0,1,2,1,2,7,9,11,5,4,5,1,2,1,0,3,4,,,1,5.79,1,38,0,1,4,3.787969998
1407627,0,1,1,5,1,7,9,11,5,2,6,8,2,0,0,8,1,,,1,20.97,1,44,0,0,4,15.482303883
1407775,0,8,3,1,2,3,5,7,3,3,7,2,3,0,0,3,2,,,1,14.99,1,42,1,0,4,9.3717732059
1408138,0,4,1,1,1,7,9,11,5,5,6,1,3,0,2,8,5,,,1,4.99,2,44,0,0,4,2.5174960712
1408229,0,10,4,1,2,4,7,1,3,4,7,1,2,1,2,8,2,,,1,8.985,2,40,0,0,4,3.7455988676
1408807,0,10,3,1,2,3,4,5,3,2,7,1,3,0,0,2,2,,,1,6.99,2,48,0,0,4,6.5114406425
1408864,0,8,2,1,2,6,4,10,4,5,4,10,4,1,0,8,2,,,1,5.01,9,35,0,0,4,10.092091439
1801282,0,7,4,1,2,3,4,3,3,4,4,13,1,1,0,8,2,,,1,5.9233333333,3,37,0,1,4,4.9936756253
1807867,0,4,4,1,1,5,4,8,3,4,2,13,1,0,1,8,2,,,1,4.59,2,38,1,0,4,3.9431460928
1808113,0,7,2,1,2,4,7,1,3,4,5,3,3,0,2,8,0,,,1,5.99,1,37,0,0,4,4.6851590828
1808261,0,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,7.5,1,38,0,1,4,4.2033089269
1808709,0,2,1,1,1,7,9,11,5,6,2,13,1,0,0,8,4,,,1,2.99,1,49,0,0,4,7.8393267101
1809137,0,11,2,1,2,3,6,1,3,3,5,2,3,0,0,8,2,,,1,4.79,1,44,0,0,4,2.5557680004
1809202,0,8,5,1,2,4,6,3,3,4,4,7,3,0,1,2,2,,,1,6.74,2,47,0,0,4,5.486696457
1809285,6,6,2,1,2,7,9,11,5,4,4,4,3,1,1,8,1,2,1,1,14.08,1,46,1,0,4,9.513313363
1811794,6,11,4,1,2,4,8,1,3,4,5,3,2,0,2,3,2,4,4,1,6.99,1,50,0,0,4,8.4663314929
1811802,0,4,2,1,2,5,4,10,4,5,3,10,4,0,1,8,2,,,1,2.79,1,46,0,0,4,5.2411375576
1812966,6,7,2,1,2,7,9,11,5,6,6,10,4,1,0,8,3,1,1,1,2.49,1,50,0,0,4,8.9492638584
1814947,6,5,4,1,2,4,7,1,3,4,7,4,2,0,1,8,2,1,1,1,13.156666667,3,39,0,0,4,8.0915222637
1815332,6,5,1,1,2,7,9,11,5,5,6,4,2,4,0,8,1,3,3,1,6.99,1,43,0,0,4,1.9443119818
1815928,0,6,1,1,2,6,4,10,4,7,9,11,5,1,1,8,4,,,1,5.99,1,48,0,1,4,6.4368204061
3100768,6,1,2,1,2,7,9,11,5,6,7,10,4,0,0,8,3,3,3,1,4.99,1,35,0,0,4,6.7022518041
3101519,6,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,4,4,1,19.99,1,45,0,0,4,14.709953763
3102046,5,8,1,1,1,7,9,11,5,3,7,2,3,0,0,8,3,3,3,1,3.92,1,45,0,0,4,3.811517402
3102723,0,7,2,1,1,3,4,1,3,2,7,4,3,0,1,8,1,,,1,4.48,1,39,0,0,4,2.945771971
3103796,6,10,2,1,2,5,6,7,3,5,8,10,4,2,0,8,2,3,2,1,6.88,1,39,1,0,4,3.0668548602
3103945,5,7,4,1,2,5,3,7,2,4,4,7,3,1,0,3,2,3,3,1,2.55,2,49,0,0,4,8.008161302
3104745,5,7,4,1,1,7,9,11,5,5,6,4,3,0,2,1,3,4,3,1,5.48,2,36,0,0,4,5.6840897588
3104844,6,7,2,1,2,3,5,7,3,3,5,2,3,0,0,8,2,1,1,1,6.88,1,46,1,0,4,4.6156276494
3104901,6,7,2,1,1,4,5,3,3,4,4,2,3,0,0,8,2,1,1,1,4.29,1,38,0,0,4,3.9329137477
3104968,6,1,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,1,1,1,2.39,1,50,0,0,4,8.9853338737
3105148,0,4,1,1,2,5,4,10,4,7,9,11,5,0,0,8,3,,,1,2.99,1,47,0,0,4,6.0046227804
3106187,6,5,3,1,2,4,4,2,2,3,4,1,2,0,3,3,2,4,4,1,4.785,2,51,0,0,4,9.4105727149
3106633,5,8,3,1,2,2,7,1,3,2,7,1,2,1,0,1,2,3,2,1,5,1,35,0,0,4,6.7012378799
3106997,6,7,4,1,2,4,4,6,3,3,6,1,3,1,0,6,2,2,1,1,6.88,1,44,1,0,4,2.811488941
3107243,0,11,6,1,2,5,5,5,3,5,8,1,3,0,0,3,2,,,1,7.79,1,37,0,0,4,5.1309349798
3107359,6,4,1,1,2,4,4,1,3,7,9,11,5,0,0,8,3,3,3,1,4,1,48,0,0,4,6.5842741994
3107458,6,2,1,1,2,7,9,11,5,4,6,13,1,0,0,8,4,2,2,1,4.89,3,36,0,1,4,5.9825209367
3108001,6,7,4,1,2,3,4,6,3,2,4,7,3,0,1,8,2,4,4,1,3.29,1,41,0,0,4,2.5171701358
3108548,6,10,4,1,2,4,8,2,3,4,7,1,2,0,0,3,2,5,4,1,3.09,2,37,0,0,4,5.352615219
3109009,6,5,4,1,1,3,5,7,3,3,6,3,3,1,2,6,2,2,2,1,2.99,1,46,0,0,4,5.1337822771
3109520,6,6,3,1,2,7,9,11,5,3,4,8,2,2,1,3,4,3,4,1,7.88,1,44,0,0,4,3.2578831377
3110189,6,5,5,1,1,4,6,7,3,3,7,1,2,1,1,3,5,2,1,1,8.885,2,43,0,0,4,3.5322421903
3110502,6,7,4,1,1,2,4,7,3,2,4,4,3,0,0,8,1,2,1,1,5.685,2,41,0.5,0,4,0.9331950051
3110551,6,6,1,1,2,7,9,11,5,3,7,7,2,1,1,8,3,3,3,1,6.03,1,51,0,0,4,9.3687990092
3111229,5,10,4,1,2,3,5,3,3,3,8,1,3,0,0,2,2,4,4,1,4.39,1,50,0,0,4,8.4615719892
3111260,6,11,4,1,2,3,4,2,3,3,4,13,1,0,1,6,2,4,4,1,2.99,1,36,0,0,4,6.2735936914
3111633,6,8,6,1,2,3,6,1,3,3,6,13,1,0,0,6,2,3,2,1,7.47,2,38,0,0,4,4.1102786702
3112003,5,10,5,1,2,3,7,6,3,3,7,9,3,1,1,3,2,5,5,1,4.75,1,50,0,1,4,8.4609326043
3112938,6,5,3,1,1,7,9,11,5,3,7,1,3,0,0,8,1,2,1,1,9.99,1,40,0,0,4,4.6447809253
3113399,6,1,3,1,2,2,4,13,1,2,4,3,3,0,2,2,2,2,1,1,1.85,1,41,0,0,4,3.9085960374
3113480,6,5,4,1,1,3,4,7,3,2,4,1,3,0,0,4,2,2,1,1,6.22,3,37,1,0,4,5.0089595596
3114728,5,4,1,1,1,7,9,11,5,3,6,8,2,2,0,8,3,1,2,1,4.504,5,36,0,0,4,6.7823332799
3114769,6,7,3,1,2,2,7,1,3,1,5,1,2,1,0,1,2,3,3,1,7.18,1,36,0,0,4,5.8666785245
3115048,6,2,1,1,1,1,3,13,1,7,9,11,5,0,2,8,1,1,1,1,3.75,4,35,0,0,4,7.3833780064
3115527,6,2,4,1,1,2,3,8,3,2,4,13,1,0,0,4,2,1,1,1,2.78,1,39,0,0,4,3.953339494
3115899,6,7,3,1,2,3,4,7,3,2,4,3,3,1,0,2,2,2,2,1,4.99,1,44,0,0,4,2.4936213911
3116673,6,10,4,1,2,3,8,7,3,3,7,1,3,1,0,2,2,2,2,1,4.48,2,36,0,0,4,5.8049882457
3116707,6,2,3,1,2,3,4,3,2,3,6,13,1,0,0,2,3,3,1,1,7.18,1,36,0,0,4,5.8666785245
3116723,6,8,4,1,2,2,4,7,3,2,4,4,3,2,2,6,2,3,1,1,6.88,1,37,1,0,4,4.8995969427
3117663,6,8,3,1,1,7,9,11,5,3,5,4,3,0,0,8,1,2,2,1,4.4366666667,3,37,0,0,4,5.0618873222
3117838,6,7,3,1,2,3,5,1,3,3,5,6,3,2,0,8,2,5,3,1,14.75,1,50,0,0,4,12.341508607
3117895,6,2,2,1,1,2,1,1,3,3,1,13,1,1,0,8,1,4,4,1,2.89,1,37,0,0,4,5.4410158321
3118265,6,5,2,1,1,2,6,7,3,1,7,4,2,0,2,8,2,2,1,1,7.13,2,43,0,0,4,2.0707308392
3118331,0,7,5,2,1,2,3,5,3,2,4,1,3,0,0,6,2,,,1,10.27,1,44,0,0,4,5.1834509266
3119024,5,6,3,1,1,7,9,11,5,2,4,1,3,0,0,3,1,3,3,1,5.34,1,36,0,0,4,5.6800791597
3119123,0,7,2,1,2,2,5,5,3,2,5,8,3,2,0,8,2,,,1,2.69,1,45,0,0,4,4.5118344214
3119511,6,10,2,1,2,3,7,3,2,3,8,1,3,1,1,8,2,3,3,1,7.53,1,46,0,0,4,4.7531048087
3119628,6,2,3,1,1,3,4,13,1,2,4,4,3,1,0,2,1,2,2,1,4.88,1,49,0,0,4,7.4080841187
3121327,0,1,5,1,1,3,4,6,3,2,3,8,3,0,0,6,2,,,1,4.18,1,36,0,0,4,5.8638684629
3121392,6,7,4,1,2,2,5,1,3,2,5,1,3,0,2,1,2,1,1,1,6.29,1,39,1,0,4,2.8863845724
3121814,6,7,4,1,1,7,9,11,5,1,4,4,3,0,0,1,1,3,1,1,2.63,1,48,0,0,4,7.0581664314
3121855,9,5,4,1,1,7,9,11,5,2,4,4,3,1,0,6,3,3,3,1,3.29,1,43,0,0,4,2.7813115656
3121921,6,7,4,0,2,2,6,7,3,2,5,8,3,1,0,6,2,2,1,1,6.58,2,42,1,0,4,1.4111215407
3122002,5,7,4,1,2,3,3,13,1,2,4,7,3,1,0,6,2,2,2,1,15.99,1,46,0,0,4,11.205291721
3122564,6,8,4,1,2,3,5,1,3,3,5,4,2,0,1,6,5,3,2,1,3,3,35,0,0,4,7.3378396732
3122655,6,10,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,4.89,1,40,0,1,4,2.0857555395
3122945,6,7,3,1,2,5,5,3,3,3,7,1,2,1,0,8,2,5,4,1,2.33,1,41,0,0,4,3.4403484058
3126987,6,9,5,1,2,3,5,2,3,3,5,13,1,1,0,6,2,3,3,1,4.75,1,50,0,1,4,8.4609326043
3127126,6,6,1,1,2,7,9,11,5,2,6,1,3,0,2,8,1,1,1,1,3.99,1,42,0,0,4,1.7853882648
3127225,0,2,1,0,1,0,0,0,0,7,9,11,5,0,0,8,1,,,1,3.83,2,37,0,0,4,5.0371639535
3127472,0,7,2,0,1,1,5,2,3,1,4,4,3,0,0,8,2,,,1,4.75,1,41,0,1,4,1.5130803474
3127738,6,1,1,0,2,0,0,0,0,7,9,11,5,0,0,8,1,,,1,6.88,1,37,1,0,4,4.8995969427
3127753,0,7,1,0,1,0,0,0,0,7,9,11,5,0,0,8,1,,,1,4.58,2,42,0,0,4,1.2913686212
3128017,5,12,4,1,2,4,5,7,3,3,5,7,3,0,0,4,2,2,1,1,11,1,45,0,0,4,6.3095371389
3128595,6,8,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,4.48,1,37,0,0,4,4.8247304559
3128785,6,5,2,1,2,6,6,7,2,6,6,10,4,0,0,8,2,2,2,1,6.99,1,38,0,0,4,3.9091530734
3128868,6,9,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,3.265,4,35,0,0,4,7.5243781588
3128876,6,3,3,0,1,3,6,7,2,2,6,9,2,0,0,2,1,2,1,1,3.59,1,50,0,0,4,8.6193625197
3129338,0,2,4,1,1,7,9,11,5,5,3,13,1,0,1,2,3,,,1,2.79,1,43,0,0,4,3.2202795063
3129460,6,5,1,0,2,6,4,10,4,7,9,11,5,1,1,8,4,3,3,1,3.12,1,49,0,0,4,7.7957662669
3129593,0,3,1,0,2,0,0,0,0,7,9,11,5,0,0,8,1,,,1,2.78,1,41,0,0,4,3.0047365421
3129627,0,5,1,0,2,0,0,0,0,7,9,11,5,0,0,8,4,,,1,5.5,1,36,0,0,4,5.6729055445
3129726,6,8,2,1,2,6,8,10,4,7,9,11,5,0,0,8,4,2,2,1,7.18,1,47,0,0,4,5.5781209955
3129734,6,4,1,1,2,6,7,10,4,7,9,11,5,0,0,8,4,2,2,1,5.5,1,45,1,0,4,3.4901978588
3129858,6,6,2,0,2,6,4,10,4,6,4,10,4,0,0,8,2,1,3,1,6.87,2,38,0,0,4,3.8858458583
3130013,6,11,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,7.53,1,43,0,0,4,2.3436472694
3130112,6,5,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,2.89,1,37,0,0,4,5.4410158321
3130591,6,8,5,0,2,3,3,1,3,3,4,13,1,1,0,3,2,,2,1,13.76,1,46,1,0,4,9.2317937059
3130856,6,5,1,0,1,0,0,0,0,7,9,11,5,0,0,8,1,,,1,2.55,2,49,0,0,4,8.008161302
3131508,6,12,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,,,1,6.99,1,37,0,0,4,4.8560996164
3131573,6,7,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,2,2,1,4.795,2,37,0,1,4,4.8506466942
3131946,0,2,1,0,1,0,0,0,0,7,9,11,5,0,0,8,2,,,1,6.88,1,41,1,0,4,1.6748573868
3131961,6,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,1,2,1,2.67,1,36,0,0,4,6.4170446228
3132316,0,7,1,0,1,0,0,0,0,7,9,11,5,0,0,8,2,,,1,3.29,1,45,0,0,4,4.1394737054
3132662,6,7,1,1,2,7,9,11,5,5,4,13,1,0,0,8,2,1,1,1,8.9866666667,3,41,0,0,4,3.7228969536
3132985,0,7,4,1,1,4,8,1,2,3,8,13,1,0,0,2,2,,,1,6.69,1,43,0,0,4,1.7552927752
3133108,9,4,2,1,2,6,7,10,4,5,4,13,1,1,0,8,3,2,2,1,13.93,1,42,0,0,4,8.2766678391
3133272,6,4,2,1,2,6,6,10,4,6,6,10,4,1,2,8,2,4,2,1,5,1,35,0,0,4,6.7012378799
3133421,6,6,2,1,2,6,3,10,4,6,4,10,4,0,0,8,2,3,3,1,7.2475,4,38,0.75,0,4,4.7668565519
3134692,6,2,1,1,1,7,9,11,5,6,7,10,4,0,0,8,4,1,1,1,4.99,1,39,0,0,4,2.7783585641
3134767,6,4,1,1,1,6,3,10,4,7,9,11,5,0,0,8,4,1,1,1,9.99,1,37,0,0,4,6.3619703744
3135509,6,9,5,1,2,3,7,1,3,3,8,13,1,0,0,2,2,6,6,1,6.29,1,37,0,0,4,4.7148713649
3300194,5,11,2,1,1,5,5,10,4,5,7,4,3,0,0,8,2,3,3,1,8.58,1,40,0,0,4,3.3752625039
3301101,6,4,1,1,1,7,9,11,5,6,4,13,1,0,0,8,4,2,2,1,4.59,1,44,0,0,4,2.6316824468
3301457,6,6,1,1,2,6,6,10,4,7,9,11,5,0,0,8,1,1,1,1,3.35,1,46,0,0,4,4.955045519
3301788,0,7,3,1,2,5,7,6,3,5,4,4,2,0,0,8,2,,,1,10,1,50,0,0,4,9.4158452826
